id,Zone,Items,Status,Payment,Total_Price
464,Gulshan/Banani,2 items,DELIVERED,CASH,420Tk
465,Uttara,1 items,DELIVERED,CASH,130Tk
466,Mohammadpur,1 items,DELIVERED,CASH,97Tk
467,Mohammadpur,2 items,DELIVERED,CASH,82Tk
468,Baily Road / Khilgaon,1 items,DELIVERED,CASH,546Tk
469,Bashundhara,3 items,DELIVERED,CASH,305Tk
470,Mirpur,2 items,DELIVERED,CASH,1260Tk
471,Dhanmondi,1 items,DELIVERED,CASH,130Tk
472,Chattogram,1 items,DELIVERED,CASH,192Tk
473,Dhanmondi,2 items,DELIVERED,CASH,156Tk
474,Uttara,1 items,DELIVERED,CASH,249Tk
475,Baily Road / Khilgaon,3 items,DELIVERED,CASH,705Tk
476,Baily Road / Khilgaon,1 items,DELIVERED,CASH,199Tk
477,Dhanmondi,2 items,DELIVERED,CASH,476Tk
478,Dhanmondi,1 items,DELIVERED,CASH,448Tk
479,Mirpur,1 items,DELIVERED,CASH,60Tk
480,Baily Road / Khilgaon,1 items,DELIVERED,CASH,169Tk
481,Dhanmondi,1 items,DELIVERED,CASH,100Tk
482,Dhanmondi,2 items,DELIVERED,CASH,200Tk
483,Baily Road / Khilgaon,1 items,DELIVERED,CASH,160Tk
484,Dhanmondi,1 items,DELIVERED,CASH,828Tk
485,Dhanmondi,2 items,DELIVERED,CASH,140Tk
486,Chattogram,2 items,DELIVERED,CASH,1190Tk
487,Gulshan/Banani,2 items,DELIVERED,CASH,104Tk
488,Mohammadpur,1 items,DELIVERED,CASH,280Tk
489,Wari,4 items,DELIVERED,CASH,562Tk
490,Dhanmondi,1 items,DELIVERED,CASH,556Tk
491,Mirpur,1 items,DELIVERED,CASH,179Tk
492,Dhanmondi,5 items,DELIVERED,CASH,815Tk
493,Wari,3 items,DELIVERED,CASH,1250Tk
494,Dhanmondi,1 items,DELIVERED,CASH,220Tk
495,Mirpur,1 items,DELIVERED,CASH,104Tk
496,Uttara,1 items,DELIVERED,CASH,219Tk
497,Baily Road / Khilgaon,1 items,DELIVERED,CASH,200Tk
498,Baily Road / Khilgaon,1 items,DELIVERED,CASH,390Tk
499,Baily Road / Khilgaon,1 items,DELIVERED,CASH,740Tk
500,Gulshan/Banani,1 items,DELIVERED,CASH,1383Tk
501,Mohammadpur,2 items,DELIVERED,CASH,790Tk
502,Mirpur,1 items,DELIVERED,CASH,112Tk
503,Bashundhara,1 items,DELIVERED,CASH,169Tk
504,Uttara,4 items,DELIVERED,CASH,483Tk
505,Dhanmondi,2 items,DELIVERED,CASH,247Tk
506,Bashundhara,1 items,DELIVERED,CASH,91Tk
507,Mirpur,2 items,DELIVERED,CASH,618Tk
508,Uttara,2 items,DELIVERED,CASH,298Tk
509,Gulshan/Banani,1 items,DELIVERED,CASH,873Tk
510,Gulshan/Banani,1 items,DELIVERED,CASH,237Tk
511,Gulshan/Banani,1 items,DELIVERED,CASH,520Tk
512,Mohammadpur,1 items,DELIVERED,CASH,180Tk
513,Mirpur,1 items,DELIVERED,CASH,175Tk
514,Mohammadpur,1 items,DELIVERED,CASH,403Tk
515,Dhanmondi,1 items,DELIVERED,CASH,260Tk
516,Uttara,1 items,DELIVERED,CASH,190Tk
517,Mohammadpur,1 items,DELIVERED,CASH,207Tk
518,Dhanmondi,1 items,DELIVERED,CASH,200Tk
519,Baily Road / Khilgaon,1 items,DELIVERED,CASH,58Tk
520,Mirpur,1 items,DELIVERED,CASH,42Tk
521,Uttara,1 items,DELIVERED,CASH,160Tk
522,Mirpur,1 items,DELIVERED,CASH,336Tk
523,Baily Road / Khilgaon,3 items,DELIVERED,CASH,1250Tk
524,Wari,3 items,DELIVERED,CASH,430Tk
525,Chattogram,3 items,DELIVERED,CASH,967Tk
526,Mirpur,1 items,DELIVERED,CASH,117Tk
527,Gulshan/Banani,3 items,DELIVERED,CASH,123Tk
528,Dhanmondi,3 items,DELIVERED,CASH,304Tk
529,Uttara,1 items,DELIVERED,CASH,297Tk
530,Dhanmondi,1 items,DELIVERED,CASH,136Tk
531,Dhanmondi,1 items,DELIVERED,CASH,175Tk
532,Uttara,1 items,DELIVERED,CASH,249Tk
533,Uttara,1 items,DELIVERED,CASH,145Tk
534,Uttara,1 items,DELIVERED,CASH,249Tk
535,Mohammadpur,3 items,DELIVERED,CASH,325Tk
536,Bashundhara,1 items,DELIVERED,CASH,519Tk
537,Dhanmondi,1 items,DELIVERED,CASH,378Tk
538,Mohammadpur,1 items,DELIVERED,CASH,32Tk
539,Dhanmondi,2 items,DELIVERED,CASH,630Tk
540,Baily Road / Khilgaon,1 items,DELIVERED,CASH,160Tk
541,Mohammadpur,1 items,DELIVERED,CASH,130Tk
542,Chattogram,1 items,DELIVERED,CASH,130Tk
543,Dhanmondi,2 items,DELIVERED,CASH,571Tk
544,Chattogram,2 items,DELIVERED,CASH,340Tk
545,Mirpur,2 items,DELIVERED,CASH,490Tk
546,Mohammadpur,3 items,DELIVERED,CASH,465Tk
547,Uttara,2 items,DELIVERED,CASH,306Tk
548,Dhanmondi,3 items,DELIVERED,CASH,360Tk
549,Mirpur,2 items,DELIVERED,CASH,207Tk
550,Dhanmondi,1 items,DELIVERED,CASH,575Tk
551,Uttara,1 items,DELIVERED,CASH,200Tk
552,Gulshan/Banani,1 items,DELIVERED,CASH,162Tk
553,Uttara,2 items,DELIVERED,CASH,565Tk
554,Gulshan/Banani,2 items,DELIVERED,CASH,498Tk
555,Gulshan/Banani,1 items,DELIVERED,CASH,71Tk
556,Wari,1 items,DELIVERED,CASH,245Tk
557,Chattogram,2 items,DELIVERED,CASH,194Tk
558,Mirpur,1 items,DELIVERED,CASH,120Tk
559,Mirpur,1 items,DELIVERED,CASH,110Tk
560,Gulshan/Banani,1 items,DELIVERED,CASH,78Tk
561,Dhanmondi,4 items,DELIVERED,CASH,630Tk
562,Baily Road / Khilgaon,2 items,DELIVERED,CASH,110Tk
563,Baily Road / Khilgaon,2 items,DELIVERED,CASH,445Tk
564,Mirpur,2 items,DELIVERED,CASH,287Tk
565,Mirpur,2 items,DELIVERED,CASH,560Tk
566,Mohammadpur,1 items,DELIVERED,CASH,130Tk
567,Gulshan/Banani,2 items,DELIVERED,CASH,1311Tk
568,Gulshan/Banani,1 items,DELIVERED,CASH,78Tk
569,Uttara,1 items,DELIVERED,CASH,238Tk
570,Baily Road / Khilgaon,1 items,DELIVERED,CASH,273Tk
571,Baily Road / Khilgaon,4 items,DELIVERED,CASH,561Tk
572,Gulshan/Banani,1 items,DELIVERED,CASH,260Tk
573,Baily Road / Khilgaon,1 items,DELIVERED,CARD,782Tk
574,Mohammadpur,3 items,DELIVERED,CASH,225Tk
575,Dhanmondi,1 items,DELIVERED,CASH,60Tk
576,Uttara,1 items,DELIVERED,CASH,249Tk
577,Baily Road / Khilgaon,2 items,DELIVERED,CASH,136Tk
578,Chattogram,1 items,DELIVERED,CASH,221Tk
579,Dhanmondi,1 items,DELIVERED,CASH,345Tk
580,Uttara,1 items,DELIVERED,CASH,498Tk
581,Dhanmondi,2 items,DELIVERED,CASH,100Tk
582,Baily Road / Khilgaon,2 items,DELIVERED,CASH,340Tk
583,Dhanmondi,2 items,DELIVERED,CASH,693Tk
584,Gulshan/Banani,1 items,DELIVERED,CASH,117Tk
585,Mirpur,1 items,DELIVERED,CASH,105Tk
586,Baily Road / Khilgaon,1 items,DELIVERED,CASH,360Tk
587,Mirpur,2 items,DELIVERED,CASH,490Tk
588,Gulshan/Banani,1 items,DELIVERED,CASH,312Tk
589,Chattogram,2 items,DELIVERED,CASH,100Tk
590,Uttara,1 items,DELIVERED,CASH,249Tk
591,Mirpur,1 items,DELIVERED,CASH,400Tk
592,Uttara,1 items,DELIVERED,CASH,154Tk
593,Mirpur,1 items,DELIVERED,CASH,235Tk
594,Uttara,1 items,DELIVERED,CASH,249Tk
595,Dhanmondi,1 items,DELIVERED,CASH,104Tk
596,Mirpur,1 items,DELIVERED,CASH,180Tk
597,Dhanmondi,1 items,DELIVERED,CASH,143Tk
598,Dhanmondi,1 items,DELIVERED,CASH,440Tk
599,Gulshan/Banani,1 items,DELIVERED,CASH,200Tk
600,Dhanmondi,1 items,DELIVERED,CASH,188Tk
601,Gulshan/Banani,4 items,DELIVERED,CASH,84Tk
602,Gulshan/Banani,3 items,DELIVERED,CASH,529Tk
603,Dhanmondi,1 items,DELIVERED,CASH,493Tk
604,Dhanmondi,1 items,DELIVERED,CASH,50Tk
605,Baily Road / Khilgaon,1 items,DELIVERED,CASH,100Tk
606,Mirpur,1 items,DELIVERED,CASH,160Tk
607,Gulshan/Banani,2 items,DELIVERED,CASH,719Tk
608,Dhanmondi,4 items,DELIVERED,CASH,305Tk
609,Uttara,1 items,DELIVERED,CASH,224Tk
610,Uttara,1 items,DELIVERED,CASH,249Tk
611,Dhanmondi,1 items,DELIVERED,CASH,70Tk
612,Dhanmondi,1 items,DELIVERED,CASH,199Tk
613,Dhanmondi,1 items,DELIVERED,CASH,368Tk
614,Dhanmondi,2 items,DELIVERED,CASH,390Tk
615,Uttara,2 items,DELIVERED,CASH,266Tk
616,Uttara,1 items,DELIVERED,CASH,249Tk
617,Baily Road / Khilgaon,1 items,DELIVERED,CASH,320Tk
618,Chattogram,2 items,DELIVERED,CASH,32Tk
619,Dhanmondi,1 items,DELIVERED,CASH,190Tk
620,Uttara,1 items,DELIVERED,CASH,324Tk
621,Baily Road / Khilgaon,1 items,DELIVERED,CASH,240Tk
622,Mohammadpur,2 items,DELIVERED,CASH,84Tk
623,Mirpur,2 items,DELIVERED,CASH,320Tk
624,Baily Road / Khilgaon,1 items,DELIVERED,CASH,268Tk
625,Chattogram,1 items,DELIVERED,CASH,305Tk
626,Bashundhara,2 items,DELIVERED,CASH,246Tk
627,Bashundhara,2 items,DELIVERED,CASH,260Tk
628,Dhanmondi,1 items,DELIVERED,CASH,130Tk
629,Mohammadpur,2 items,DELIVERED,CASH,510Tk
630,Baily Road / Khilgaon,2 items,DELIVERED,CASH,160Tk
631,Dhanmondi,3 items,DELIVERED,CASH,420Tk
632,Mirpur,1 items,DELIVERED,CASH,150Tk
633,Uttara,1 items,DELIVERED,CASH,297Tk
634,Dhanmondi,1 items,DELIVERED,CASH,289Tk
635,Gulshan/Banani,3 items,DELIVERED,CASH,227Tk
636,Uttara,1 items,DELIVERED,CASH,249Tk
637,Chattogram,1 items,DELIVERED,CASH,152Tk
638,Mirpur,1 items,DELIVERED,CASH,234Tk
639,Bashundhara,1 items,DELIVERED,CASH,120Tk
640,Mohammadpur,1 items,DELIVERED,CASH,117Tk
641,Dhanmondi,4 items,DELIVERED,CASH,675Tk
642,Mirpur,1 items,DELIVERED,CASH,104Tk
643,Baily Road / Khilgaon,2 items,DELIVERED,CASH,253Tk
644,Baily Road / Khilgaon,2 items,DELIVERED,CASH,112Tk
645,Baily Road / Khilgaon,2 items,DELIVERED,CASH,629Tk
646,Baily Road / Khilgaon,1 items,DELIVERED,CASH,280Tk
647,Mohammadpur,1 items,DELIVERED,CASH,123Tk
648,Mirpur,1 items,DELIVERED,CASH,400Tk
649,Baily Road / Khilgaon,2 items,DELIVERED,CASH,700Tk
650,Dhanmondi,3 items,DELIVERED,CASH,280Tk
651,Chattogram,1 items,DELIVERED,CASH,342Tk
652,Bashundhara,2 items,DELIVERED,CASH,179Tk
653,Baily Road / Khilgaon,1 items,DELIVERED,CASH,120Tk
654,Mirpur,1 items,DELIVERED,CASH,216Tk
655,Dhanmondi,1 items,DELIVERED,CASH,200Tk
656,Dhanmondi,1 items,DELIVERED,CASH,249Tk
657,Bashundhara,2 items,DELIVERED,CASH,336Tk
658,Mirpur,1 items,DELIVERED,CASH,180Tk
659,Gulshan/Banani,1 items,DELIVERED,CASH,143Tk
660,Dhanmondi,1 items,DELIVERED,CASH,1500Tk
661,Bashundhara,1 items,DELIVERED,CASH,71Tk
662,Bashundhara,2 items,DELIVERED,CASH,250Tk
663,Mirpur,2 items,DELIVERED,CASH,340Tk
664,Dhanmondi,1 items,DELIVERED,CASH,170Tk
665,Baily Road / Khilgaon,1 items,DELIVERED,CASH,240Tk
666,Dhanmondi,2 items,DELIVERED,CASH,104Tk
667,Gulshan/Banani,1 items,DELIVERED,CASH,35Tk
668,Dhanmondi,1 items,DELIVERED,CASH,140Tk
669,Baily Road / Khilgaon,3 items,DELIVERED,CASH,540Tk
670,Mirpur,1 items,DELIVERED,CASH,114Tk
671,Mirpur,2 items,DELIVERED,CASH,266Tk
672,Baily Road / Khilgaon,1 items,DELIVERED,CASH,242Tk
673,Mirpur,1 items,DELIVERED,CASH,150Tk
674,Mirpur,1 items,DELIVERED,CASH,75Tk
675,Mirpur,1 items,DELIVERED,CASH,52Tk
676,Uttara,2 items,DELIVERED,CASH,240Tk
677,Mirpur,2 items,DELIVERED,CASH,1500Tk
678,Mirpur,2 items,DELIVERED,CASH,270Tk
679,Dhanmondi,1 items,DELIVERED,CASH,546Tk
680,Mirpur,1 items,DELIVERED,CASH,180Tk
681,Dhanmondi,1 items,DELIVERED,CASH,325Tk
682,Mohammadpur,1 items,DELIVERED,CASH,280Tk
683,Baily Road / Khilgaon,2 items,DELIVERED,CASH,149Tk
684,Dhanmondi,1 items,DELIVERED,CASH,55Tk
685,Mirpur,2 items,DELIVERED,CASH,143Tk
686,Baily Road / Khilgaon,3 items,DELIVERED,CASH,420Tk
687,Gulshan/Banani,1 items,DELIVERED,CASH,180Tk
688,Dhanmondi,1 items,DELIVERED,CASH,399Tk
689,Bashundhara,4 items,DELIVERED,CASH,502Tk
690,Dhanmondi,2 items,DELIVERED,CASH,623Tk
691,Wari,2 items,DELIVERED,CASH,200Tk
692,Baily Road / Khilgaon,1 items,DELIVERED,CASH,280Tk
693,Gulshan/Banani,1 items,DELIVERED,CASH,399Tk
694,Mirpur,1 items,DELIVERED,CASH,97Tk
695,Wari,2 items,DELIVERED,CASH,840Tk
696,Baily Road / Khilgaon,2 items,DELIVERED,CASH,400Tk
697,Dhanmondi,1 items,DELIVERED,CASH,600Tk
698,Chattogram,1 items,DELIVERED,CASH,79Tk
699,Gulshan/Banani,1 items,DELIVERED,CASH,616Tk
700,Mirpur,1 items,DELIVERED,CARD,180Tk
701,Dhanmondi,1 items,DELIVERED,CASH,352Tk
702,Mohammadpur,1 items,DELIVERED,CASH,874Tk
703,Baily Road / Khilgaon,1 items,DELIVERED,CASH,400Tk
704,Mirpur,1 items,DELIVERED,CASH,150Tk
705,Baily Road / Khilgaon,1 items,DELIVERED,CASH,149Tk
706,Mirpur,1 items,DELIVERED,CASH,130Tk
707,Dhanmondi,3 items,DELIVERED,CASH,1210Tk
708,Dhanmondi,2 items,DELIVERED,CASH,224Tk
709,Mohammadpur,1 items,DELIVERED,CASH,350Tk
710,Bashundhara,2 items,DELIVERED,CASH,326Tk
711,Uttara,1 items,DELIVERED,CASH,304Tk
712,Mohammadpur,2 items,DELIVERED,CASH,52Tk
713,Dhanmondi,2 items,DELIVERED,CASH,1450Tk
714,Chattogram,2 items,DELIVERED,CASH,89Tk
715,Uttara,1 items,DELIVERED,CASH,270Tk
716,Dhanmondi,1 items,DELIVERED,CASH,1012Tk
717,Baily Road / Khilgaon,1 items,DELIVERED,CASH,156Tk
718,Uttara,1 items,DELIVERED,CASH,249Tk
719,Bashundhara,3 items,DELIVERED,CASH,481Tk
720,Chattogram,1 items,DELIVERED,CASH,676Tk
721,Dhanmondi,2 items,DELIVERED,CASH,180Tk
722,Dhanmondi,1 items,DELIVERED,CASH,1440Tk
723,Dhanmondi,1 items,DELIVERED,CASH,714Tk
724,Baily Road / Khilgaon,1 items,DELIVERED,CASH,360Tk
725,Uttara,1 items,DELIVERED,CASH,120Tk
726,Bashundhara,1 items,DELIVERED,CASH,97Tk
727,Mirpur,1 items,DELIVERED,CASH,130Tk
728,Baily Road / Khilgaon,1 items,DELIVERED,CASH,322Tk
729,Mirpur,2 items,DELIVERED,CASH,84Tk
730,Baily Road / Khilgaon,1 items,DELIVERED,CASH,616Tk
731,Bashundhara,1 items,DELIVERED,CASH,52Tk
732,Bashundhara,4 items,DELIVERED,CASH,1095Tk
733,Mohammadpur,2 items,DELIVERED,CASH,380Tk
734,Dhanmondi,1 items,DELIVERED,CASH,420Tk
735,Mohammadpur,3 items,DELIVERED,CASH,170Tk
736,Mirpur,1 items,DELIVERED,CASH,224Tk
737,Uttara,2 items,DELIVERED,CASH,1679Tk
738,Mirpur,2 items,DELIVERED,CASH,90Tk
739,Baily Road / Khilgaon,1 items,DELIVERED,CASH,91Tk
740,Mirpur,2 items,DELIVERED,CASH,180Tk
741,Dhanmondi,1 items,DELIVERED,CASH,144Tk
742,Dhanmondi,1 items,DELIVERED,CASH,140Tk
743,Mirpur,2 items,DELIVERED,CASH,224Tk
744,Uttara,4 items,DELIVERED,CASH,785Tk
745,Mohammadpur,3 items,DELIVERED,CASH,830Tk
746,Baily Road / Khilgaon,1 items,DELIVERED,CASH,143Tk
747,Gulshan/Banani,1 items,DELIVERED,CASH,1440Tk
748,Mohammadpur,1 items,DELIVERED,CASH,100Tk
749,Dhanmondi,1 items,DELIVERED,CASH,279Tk
750,Mirpur,2 items,DELIVERED,CASH,260Tk
751,Bashundhara,2 items,DELIVERED,CASH,320Tk
752,Uttara,1 items,DELIVERED,CASH,234Tk
753,Gulshan/Banani,1 items,DELIVERED,CASH,552Tk
754,Uttara,1 items,DELIVERED,CASH,195Tk
755,Mohammadpur,1 items,DELIVERED,CASH,140Tk
756,Dhanmondi,1 items,DELIVERED,CASH,236Tk
757,Baily Road / Khilgaon,2 items,DELIVERED,CASH,460Tk
758,Mirpur,1 items,DELIVERED,CASH,220Tk
759,Baily Road / Khilgaon,3 items,DELIVERED,CASH,890Tk
760,Mirpur,1 items,DELIVERED,CASH,150Tk
761,Dhanmondi,2 items,DELIVERED,CASH,130Tk
762,Mohammadpur,1 items,DELIVERED,CASH,465Tk
763,Mirpur,1 items,DELIVERED,CASH,70Tk
764,Dhanmondi,2 items,DELIVERED,CASH,135Tk
765,Uttara,2 items,DELIVERED,CASH,279Tk
766,Dhanmondi,4 items,DELIVERED,CASH,734Tk
767,Gulshan/Banani,1 items,DELIVERED,CASH,65Tk
768,Gulshan/Banani,2 items,DELIVERED,CASH,2128Tk
769,Mirpur,3 items,DELIVERED,CASH,234Tk
770,Uttara,1 items,DELIVERED,CASH,486Tk
771,Gulshan/Banani,2 items,DELIVERED,CASH,220Tk
772,Dhanmondi,2 items,DELIVERED,CASH,260Tk
773,Gulshan/Banani,2 items,DELIVERED,CASH,127Tk
774,Bashundhara,2 items,DELIVERED,CASH,375Tk
775,Baily Road / Khilgaon,2 items,DELIVERED,CASH,259Tk
776,Dhanmondi,1 items,DELIVERED,CASH,828Tk
777,Dhanmondi,3 items,DELIVERED,CASH,180Tk
778,Uttara,3 items,DELIVERED,CASH,383Tk
779,Mohammadpur,1 items,DELIVERED,CASH,126Tk
780,Uttara,1 items,DELIVERED,CASH,104Tk
781,Gulshan/Banani,1 items,DELIVERED,CASH,880Tk
782,Mirpur,3 items,DELIVERED,CASH,375Tk
783,Dhanmondi,2 items,DELIVERED,CASH,1180Tk
784,Dhanmondi,3 items,DELIVERED,CASH,255Tk
785,Mohammadpur,2 items,DELIVERED,CASH,136Tk
786,Mirpur,1 items,DELIVERED,CASH,300Tk
787,Baily Road / Khilgaon,1 items,DELIVERED,CASH,288Tk
788,Dhanmondi,4 items,DELIVERED,CASH,385Tk
789,Mohammadpur,1 items,DELIVERED,CASH,195Tk
790,Uttara,3 items,DELIVERED,CASH,470Tk
791,Mirpur,3 items,DELIVERED,CASH,279Tk
792,Baily Road / Khilgaon,1 items,DELIVERED,CASH,320Tk
793,Dhanmondi,1 items,DELIVERED,CASH,336Tk
794,Baily Road / Khilgaon,2 items,DELIVERED,CASH,560Tk
795,Mirpur,2 items,DELIVERED,CASH,110Tk
796,Baily Road / Khilgaon,1 items,DELIVERED,CASH,660Tk
797,Baily Road / Khilgaon,1 items,DELIVERED,CASH,308Tk
798,Baily Road / Khilgaon,2 items,DELIVERED,CASH,273Tk
799,Uttara,1 items,DELIVERED,CASH,60Tk
800,Uttara,1 items,DELIVERED,CASH,249Tk
801,Baily Road / Khilgaon,2 items,DELIVERED,CASH,259Tk
802,Uttara,1 items,DELIVERED,CASH,160Tk
803,Mirpur,1 items,DELIVERED,CASH,120Tk
804,Gulshan/Banani,1 items,DELIVERED,CASH,149Tk
805,Uttara,1 items,DELIVERED,CASH,64Tk
806,Mirpur,2 items,DELIVERED,CASH,320Tk
807,Baily Road / Khilgaon,4 items,DELIVERED,CASH,417Tk
808,Uttara,1 items,DELIVERED,CASH,116Tk
809,Gulshan/Banani,1 items,DELIVERED,CASH,35Tk
810,Mirpur,2 items,DELIVERED,CASH,220Tk
811,Dhanmondi,2 items,DELIVERED,CASH,800Tk
812,Dhanmondi,3 items,DELIVERED,CASH,643Tk
813,Baily Road / Khilgaon,2 items,DELIVERED,CASH,518Tk
814,Mirpur,2 items,DELIVERED,CASH,182Tk
815,Mohammadpur,2 items,DELIVERED,CASH,319Tk
816,Uttara,2 items,DELIVERED,CASH,312Tk
817,Uttara,1 items,DELIVERED,CASH,99Tk
818,Uttara,2 items,DELIVERED,CASH,379Tk
819,Gulshan/Banani,2 items,DELIVERED,CASH,493Tk
820,Baily Road / Khilgaon,2 items,DELIVERED,CASH,276Tk
821,Dhanmondi,1 items,DELIVERED,CASH,574Tk
822,Uttara,1 items,DELIVERED,CASH,570Tk
823,Gulshan/Banani,1 items,DELIVERED,CASH,161Tk
824,Dhanmondi,1 items,DELIVERED,CASH,100Tk
825,Mohammadpur,1 items,DELIVERED,CASH,231Tk
826,Dhanmondi,2 items,DELIVERED,CASH,310Tk
827,Gulshan/Banani,1 items,DELIVERED,CASH,546Tk
828,Dhanmondi,2 items,DELIVERED,CASH,780Tk
829,Uttara,1 items,DELIVERED,CASH,450Tk
830,Dhanmondi,2 items,DELIVERED,CASH,150Tk
831,Dhanmondi,1 items,DELIVERED,CASH,506Tk
832,Dhanmondi,3 items,DELIVERED,CASH,510Tk
833,Mirpur,2 items,DELIVERED,CASH,110Tk
834,Baily Road / Khilgaon,3 items,DELIVERED,CASH,377Tk
835,Mirpur,1 items,DELIVERED,CASH,99Tk
836,Uttara,1 items,DELIVERED,CASH,100Tk
837,Mirpur,2 items,DELIVERED,CASH,370Tk
838,Mirpur,1 items,DELIVERED,CASH,120Tk
839,Chattogram,1 items,DELIVERED,CASH,276Tk
840,Dhanmondi,3 items,DELIVERED,CASH,759Tk
841,Mirpur,1 items,DELIVERED,CASH,150Tk
842,Dhanmondi,4 items,DELIVERED,CASH,676Tk
843,Mirpur,1 items,DELIVERED,CASH,160Tk
844,Mirpur,1 items,DELIVERED,CASH,210Tk
845,Gulshan/Banani,1 items,DELIVERED,CASH,39Tk
846,Uttara,1 items,DELIVERED,CASH,249Tk
847,Dhanmondi,2 items,DELIVERED,CASH,576Tk
848,Baily Road / Khilgaon,1 items,DELIVERED,CASH,130Tk
849,Dhanmondi,1 items,DELIVERED,CASH,117Tk
850,Gulshan/Banani,1 items,DELIVERED,CASH,39Tk
851,Mohammadpur,3 items,DELIVERED,CASH,507Tk
852,Dhanmondi,1 items,DELIVERED,CASH,127Tk
853,Dhanmondi,1 items,DELIVERED,CASH,250Tk
854,Mohammadpur,1 items,DELIVERED,CASH,220Tk
855,Dhanmondi,1 items,DELIVERED,CASH,224Tk
856,Mirpur,3 items,DELIVERED,CASH,868Tk
857,Dhanmondi,1 items,DELIVERED,CASH,160Tk
858,Mirpur,2 items,DELIVERED,CASH,260Tk
859,Baily Road / Khilgaon,1 items,DELIVERED,CASH,520Tk
860,Baily Road / Khilgaon,2 items,DELIVERED,CASH,430Tk
861,Gulshan/Banani,1 items,DELIVERED,CASH,91Tk
862,Dhanmondi,2 items,DELIVERED,CASH,546Tk
863,Chattogram,1 items,DELIVERED,CASH,110Tk
864,Bashundhara,1 items,DELIVERED,CASH,280Tk
865,Baily Road / Khilgaon,1 items,DELIVERED,CASH,160Tk
866,Baily Road / Khilgaon,1 items,DELIVERED,CASH,207Tk
867,Wari,2 items,DELIVERED,CASH,45Tk
868,Chattogram,1 items,DELIVERED,CASH,440Tk
869,Dhanmondi,1 items,DELIVERED,CASH,143Tk
870,Dhanmondi,1 items,DELIVERED,CASH,400Tk
871,Dhanmondi,1 items,DELIVERED,CASH,108Tk
872,Bashundhara,2 items,DELIVERED,CASH,351Tk
873,Gulshan/Banani,1 items,DELIVERED,CASH,91Tk
874,Gulshan/Banani,2 items,DELIVERED,CASH,310Tk
875,Mirpur,2 items,DELIVERED,CASH,450Tk
876,Chattogram,1 items,DELIVERED,CASH,110Tk
877,Dhanmondi,2 items,DELIVERED,CASH,218Tk
878,Dhanmondi,1 items,DELIVERED,CASH,200Tk
879,Baily Road / Khilgaon,1 items,DELIVERED,CASH,520Tk
880,Gulshan/Banani,1 items,DELIVERED,CASH,299Tk
881,Uttara,1 items,DELIVERED,CASH,208Tk
882,Dhanmondi,1 items,DELIVERED,CASH,200Tk
883,Mirpur,1 items,DELIVERED,CASH,182Tk
884,Uttara,1 items,DELIVERED,CASH,498Tk
885,Bashundhara,1 items,DELIVERED,CASH,78Tk
886,Uttara,2 items,DELIVERED,CASH,427Tk
887,Dhanmondi,2 items,DELIVERED,CASH,220Tk
888,Gulshan/Banani,2 items,DELIVERED,CASH,290Tk
889,Gulshan/Banani,1 items,DELIVERED,CASH,91Tk
890,Baily Road / Khilgaon,1 items,DELIVERED,CASH,90Tk
891,Dhanmondi,1 items,DELIVERED,CASH,32Tk
892,Mohammadpur,1 items,DELIVERED,CASH,140Tk
893,Dhanmondi,3 items,DELIVERED,CASH,1328Tk
894,Mirpur,2 items,DELIVERED,CASH,220Tk
895,Mohammadpur,1 items,DELIVERED,CASH,390Tk
896,Dhanmondi,1 items,DELIVERED,CASH,204Tk
897,Mirpur,1 items,DELIVERED,CASH,700Tk
898,Mirpur,1 items,DELIVERED,CASH,210Tk
899,Mohammadpur,1 items,DELIVERED,CASH,65Tk
900,Uttara,2 items,DELIVERED,CASH,299Tk
901,Uttara,1 items,DELIVERED,CASH,400Tk
902,Dhanmondi,1 items,DELIVERED,CASH,585Tk
903,Mirpur,1 items,DELIVERED,CASH,150Tk
904,Uttara,1 items,DELIVERED,CASH,720Tk
905,Dhanmondi,2 items,DELIVERED,CASH,770Tk
906,Gulshan/Banani,1 items,DELIVERED,CASH,65Tk
907,Mohammadpur,1 items,DELIVERED,CASH,112Tk
908,Mirpur,1 items,DELIVERED,CASH,280Tk
909,Mohammadpur,1 items,DELIVERED,CASH,58Tk
910,Mohammadpur,1 items,DELIVERED,CASH,97Tk
911,Uttara,1 items,DELIVERED,CASH,288Tk
912,Mohammadpur,2 items,DELIVERED,CASH,50Tk
913,Mirpur,1 items,DELIVERED,CASH,300Tk
914,Gulshan/Banani,1 items,DELIVERED,CASH,145Tk
915,Uttara,2 items,DELIVERED,CASH,177Tk
916,Uttara,2 items,DELIVERED,CASH,208Tk
917,Bashundhara,2 items,DELIVERED,CASH,130Tk
918,Uttara,1 items,DELIVERED,CASH,58Tk
919,Mirpur,2 items,DELIVERED,CASH,190Tk
920,Chattogram,2 items,DELIVERED,CASH,77Tk
921,Gulshan/Banani,1 items,DELIVERED,CASH,422Tk
922,Bashundhara,1 items,DELIVERED,CASH,156Tk
923,Mirpur,2 items,DELIVERED,CASH,800Tk
924,Mirpur,1 items,DELIVERED,CASH,70Tk
925,Gulshan/Banani,1 items,DELIVERED,CASH,799Tk
926,Wari,1 items,DELIVERED,CASH,65Tk
927,Gulshan/Banani,1 items,DELIVERED,CASH,1119Tk
928,Mirpur,1 items,DELIVERED,CASH,140Tk
929,Chattogram,1 items,DELIVERED,CARD,713Tk
